"time","device_id","Transversal","Longitudinal","Vertical","Hit"
2022-09-23 08:41:12.501,nrf-351358817716712,2.62,2.40,3.69,SAFE
2022-09-23 08:41:12.501,nrf-351358817716712,2.12,2.01,2.07,SAFE
2022-09-23 08:41:12.501,nrf-351358817716712,2.39,2.05,2.21,SAFE
2022-09-23 08:41:12.501,nrf-351358817716712,2.24,2.05,2.09,SAFE
2022-09-23 08:41:12.501,nrf-351358817716712,2.76,2.45,3.56,SAFE
2022-09-23 08:26:19.707,nrf-351358817716712,12.7,17.1,25.5,SAFE
2022-09-23 08:26:19.707,nrf-351358817716712,16.0,24.3,23.2,SAFE
2022-09-23 08:26:19.707,nrf-351358817716712,14.9,21.8,30.0,SAFE
2022-09-23 08:26:19.707,nrf-351358817716712,4.90,12.4,14.2,SAFE
2022-09-23 08:26:19.707,nrf-351358817716712,0.627,0.879,9.29,SAFE
2022-09-23 08:14:14.181,nrf-351358817716712,4.33,3.59,6.67,SAFE
2022-09-23 08:14:14.181,nrf-351358817716712,2.23,2.24,2.74,SAFE
2022-09-23 08:14:14.181,nrf-351358817716712,2.24,2.14,2.23,SAFE
2022-09-23 08:14:14.181,nrf-351358817716712,2.34,2.08,2.05,SAFE
2022-09-23 08:14:14.181,nrf-351358817716712,2.16,2.17,2.33,SAFE
2022-09-23 08:00:29.517,nrf-351358817716712,3.61,6.59,15.5,SAFE
2022-09-23 08:00:29.517,nrf-351358817716712,4.57,7.87,14.6,SAFE
2022-09-23 08:00:29.517,nrf-351358817716712,3.20,4.87,12.6,SAFE
2022-09-23 08:00:29.517,nrf-351358817716712,3.58,6.38,14.7,SAFE
2022-09-23 08:00:29.517,nrf-351358817716712,4.30,10.2,16.3,SAFE
2022-09-23 07:45:56.641,nrf-351358817716712,3.61,2.88,6.56,SAFE
2022-09-23 07:45:56.641,nrf-351358817716712,3.82,3.11,5.75,SAFE
2022-09-23 07:45:56.641,nrf-351358817716712,4.01,3.28,6.05,SAFE
2022-09-23 07:45:56.641,nrf-351358817716712,3.71,3.10,6.02,SAFE
2022-09-23 07:45:56.641,nrf-351358817716712,2.99,2.73,5.41,SAFE
2022-09-23 07:22:34.597,nrf-351358817716712,3.48,4.85,12.5,SAFE
