"time","device_id","Transversal","Longitudinal","Vertical","Hit"
2022-09-23 16:35:22.197,nrf-351358817716852,3.56,2.82,9.44,SAFE
2022-09-23 16:35:22.197,nrf-351358817716852,3.19,2.95,7.91,SAFE
2022-09-23 16:35:22.197,nrf-351358817716852,3.32,2.67,7.27,SAFE
2022-09-23 16:35:22.197,nrf-351358817716852,2.27,2.16,2.23,SAFE
2022-09-23 16:35:22.197,nrf-351358817716852,2.45,2.32,2.27,SAFE
2022-09-23 15:04:26.861,nrf-351358817716852,1.10,0.720,10.0,SAFE
2022-09-23 15:04:26.861,nrf-351358817716852,0.767,0.238,9.86,SAFE
2022-09-23 15:04:26.861,nrf-351358817716852,0.918,0.216,9.79,SAFE
2022-09-23 15:04:26.861,nrf-351358817716852,0.818,0.272,9.89,SAFE
2022-09-23 15:04:26.861,nrf-351358817716852,0.813,0.275,9.87,SAFE
2022-09-23 12:33:07.896,nrf-351358817716852,2.33,2.54,4.69,SAFE
2022-09-23 12:33:07.896,nrf-351358817716852,2.19,2.00,1.98,SAFE
2022-09-23 12:33:07.896,nrf-351358817716852,2.23,2.01,2.04,SAFE
2022-09-23 12:33:07.896,nrf-351358817716852,2.15,1.99,2.21,SAFE
2022-09-23 12:33:07.896,nrf-351358817716852,2.24,2.09,2.12,SAFE
2022-09-23 10:24:24.648,nrf-351358817716852,0.895,0.310,9.77,SAFE
2022-09-23 10:24:24.648,nrf-351358817716852,0.774,0.232,9.89,SAFE
2022-09-23 10:24:24.648,nrf-351358817716852,0.835,0.210,9.87,SAFE
2022-09-23 10:24:24.648,nrf-351358817716852,0.812,0.196,9.91,SAFE
2022-09-23 10:24:24.648,nrf-351358817716852,0.803,0.260,9.86,SAFE
2022-09-23 08:14:59.077,nrf-351358817716852,2.49,2.26,2.79,SAFE
2022-09-23 08:14:59.077,nrf-351358817716852,1.96,2.05,2.16,SAFE
2022-09-23 08:14:59.077,nrf-351358817716852,2.25,2.17,2.16,SAFE
2022-09-23 08:14:59.077,nrf-351358817716852,2.18,2.17,2.57,SAFE
