"time","device_id","Transversal","Longitudinal","Vertical","Hit"
2022-09-23 21:44:42.331,nrf-351358817716886,0.624,0.616,9.17,SAFE
2022-09-23 21:44:42.331,nrf-351358817716886,0.503,0.319,9.23,SAFE
2022-09-23 21:44:42.331,nrf-351358817716886,0.597,0.305,9.25,SAFE
2022-09-23 21:44:42.331,nrf-351358817716886,0.630,0.374,9.15,SAFE
2022-09-23 21:44:42.331,nrf-351358817716886,0.548,0.278,9.22,SAFE
2022-09-23 21:10:45.671,nrf-351358817716886,2.24,2.49,2.11,SAFE
2022-09-23 21:10:45.671,nrf-351358817716886,2.26,2.40,2.02,SAFE
2022-09-23 21:10:45.671,nrf-351358817716886,2.34,2.47,1.94,SAFE
2022-09-23 21:10:45.671,nrf-351358817716886,2.22,2.28,2.02,SAFE
2022-09-23 21:10:45.671,nrf-351358817716886,2.40,2.43,1.98,SAFE
2022-09-23 20:42:14.136,nrf-351358817716886,0.977,0.912,9.24,SAFE
2022-09-23 20:42:14.136,nrf-351358817716886,0.534,0.318,9.16,SAFE
2022-09-23 20:42:14.136,nrf-351358817716886,0.584,0.296,9.26,SAFE
2022-09-23 20:42:14.136,nrf-351358817716886,0.565,0.325,9.19,SAFE
2022-09-23 20:42:14.136,nrf-351358817716886,0.464,0.292,9.23,SAFE
2022-09-23 20:10:31.558,nrf-351358817716886,3.12,3.79,11.0,SAFE
2022-09-23 20:10:31.558,nrf-351358817716886,3.65,4.00,12.4,SAFE
2022-09-23 20:10:31.558,nrf-351358817716886,3.45,3.48,12.4,SAFE
2022-09-23 20:10:31.558,nrf-351358817716886,2.93,3.22,9.79,SAFE
2022-09-23 20:10:31.558,nrf-351358817716886,2.16,2.44,2.22,SAFE
2022-09-23 19:42:52.759,nrf-351358817716886,9.18,9.33,29.3,SAFE
2022-09-23 19:42:52.759,nrf-351358817716886,7.29,6.54,17.3,SAFE
2022-09-23 19:42:52.759,nrf-351358817716886,6.40,12.1,15.9,SAFE
2022-09-23 19:42:52.759,nrf-351358817716886,6.94,11.2,22.8,SAFE
2022-09-23 19:42:52.759,nrf-351358817716886,6.43,10.5,18.6,SAFE
2022-09-23 19:02:49.211,nrf-351358817716886,2.79,3.46,10.1,SAFE
2022-09-23 19:02:49.211,nrf-351358817716886,3.07,3.14,11.2,SAFE
2022-09-23 19:02:49.211,nrf-351358817716886,2.72,2.97,7.92,SAFE
2022-09-23 19:02:49.211,nrf-351358817716886,2.78,3.21,8.21,SAFE
2022-09-23 19:02:49.211,nrf-351358817716886,2.63,2.82,6.54,SAFE
2022-09-23 18:45:43.080,nrf-351358817716886,0.603,0.484,9.40,SAFE
2022-09-23 18:45:43.080,nrf-351358817716886,0.523,0.348,9.19,SAFE
2022-09-23 18:45:43.080,nrf-351358817716886,0.532,0.302,9.22,SAFE
2022-09-23 18:45:43.080,nrf-351358817716886,0.486,0.273,9.19,SAFE
2022-09-23 18:45:43.080,nrf-351358817716886,0.577,0.265,9.17,SAFE
2022-09-23 18:14:51.789,nrf-351358817716886,1.93,2.25,2.30,SAFE
2022-09-23 18:14:51.789,nrf-351358817716886,2.16,2.18,2.05,SAFE
2022-09-23 18:14:51.789,nrf-351358817716886,2.20,2.30,1.84,SAFE
2022-09-23 18:14:51.789,nrf-351358817716886,2.08,2.21,1.96,SAFE
2022-09-23 18:14:51.789,nrf-351358817716886,1.97,2.07,2.19,SAFE
2022-09-23 17:31:04.735,nrf-351358817716886,1.02,0.503,9.37,SAFE
2022-09-23 17:31:04.735,nrf-351358817716886,0.414,0.339,9.38,SAFE
2022-09-23 17:31:04.735,nrf-351358817716886,0.516,0.338,9.29,SAFE
2022-09-23 17:31:04.735,nrf-351358817716886,0.463,0.280,9.24,SAFE
2022-09-23 17:31:04.735,nrf-351358817716886,0.525,0.242,9.24,SAFE
2022-09-21 21:10:14.735,nrf-351358817716886,2.19,2.33,2.04,SAFE
