"time","device_id","Transversal","Longitudinal","Vertical","Hit"
2022-09-23 00:05:38.643,nrf-351358817717017,2.15,2.51,2.22,SAFE
2022-09-23 00:05:38.643,nrf-351358817717017,2.36,2.32,1.95,SAFE
2022-09-23 00:05:38.643,nrf-351358817717017,2.23,2.62,1.98,SAFE
2022-09-23 00:05:38.643,nrf-351358817717017,2.22,2.40,1.88,SAFE
2022-09-23 00:05:38.643,nrf-351358817717017,2.34,2.35,1.93,SAFE
2022-09-22 21:59:48.521,nrf-351358817717017,0.379,0.339,9.21,SAFE
2022-09-22 21:59:48.521,nrf-351358817717017,0.233,0.276,9.12,SAFE
2022-09-22 21:59:48.521,nrf-351358817717017,0.221,0.274,9.04,SAFE
2022-09-22 21:59:48.521,nrf-351358817717017,0.192,0.341,9.13,SAFE
2022-09-22 21:59:48.521,nrf-351358817717017,0.198,0.391,9.11,SAFE
2022-09-22 19:57:34.888,nrf-351358817717017,2.19,2.31,2.07,SAFE
2022-09-22 19:57:34.888,nrf-351358817717017,2.26,2.29,2.16,SAFE
2022-09-22 19:57:34.888,nrf-351358817717017,2.16,2.25,1.96,SAFE
2022-09-22 19:57:34.888,nrf-351358817717017,2.47,2.44,2.14,SAFE
2022-09-22 19:57:34.888,nrf-351358817717017,2.28,2.39,2.08,SAFE
2022-09-22 17:52:58.704,nrf-351358817717017,0.598,0.488,9.07,SAFE
2022-09-22 17:52:58.704,nrf-351358817717017,0.255,0.325,9.01,SAFE
2022-09-22 17:52:58.704,nrf-351358817717017,0.248,0.302,8.99,SAFE
2022-09-22 17:52:58.704,nrf-351358817717017,0.269,0.310,8.98,SAFE
2022-09-22 17:52:58.704,nrf-351358817717017,0.210,0.291,9.06,SAFE
2022-09-22 17:02:49.483,nrf-351358817717017,2.16,2.14,2.29,SAFE
2022-09-22 17:02:49.483,nrf-351358817717017,2.23,2.17,1.94,SAFE
2022-09-22 17:02:49.483,nrf-351358817717017,2.19,2.16,2.11,SAFE
2022-09-22 17:02:49.483,nrf-351358817717017,2.03,2.19,1.93,SAFE
2022-09-22 17:02:49.483,nrf-351358817717017,2.25,2.23,2.06,SAFE
2022-09-22 15:53:53.567,nrf-351358817717017,0.294,0.249,9.03,SAFE
2022-09-22 15:53:53.567,nrf-351358817717017,0.203,0.322,9.01,SAFE
2022-09-22 15:53:53.567,nrf-351358817717017,0.270,0.313,9.02,SAFE
2022-09-22 15:53:53.567,nrf-351358817717017,0.250,0.372,9.00,SAFE
2022-09-22 15:53:53.567,nrf-351358817717017,0.216,0.344,8.99,SAFE
2022-09-22 13:52:17.559,nrf-351358817717017,2.23,2.24,2.18,SAFE
2022-09-22 13:52:17.559,nrf-351358817717017,2.00,2.20,1.88,SAFE
2022-09-22 13:52:17.559,nrf-351358817717017,2.40,2.02,1.87,SAFE
2022-09-22 13:52:17.559,nrf-351358817717017,2.29,2.16,2.19,SAFE
2022-09-22 13:52:17.559,nrf-351358817717017,2.03,2.06,1.88,SAFE
2022-09-22 11:57:45.181,nrf-351358817717017,0.551,0.424,9.05,SAFE
2022-09-22 11:57:45.181,nrf-351358817717017,0.255,0.293,9.04,SAFE
2022-09-22 11:57:45.181,nrf-351358817717017,0.177,0.368,9.02,SAFE
2022-09-22 11:57:45.181,nrf-351358817717017,0.203,0.338,9.03,SAFE
2022-09-22 11:57:45.181,nrf-351358817717017,0.253,0.369,9.14,SAFE
2022-09-22 11:57:45.181,nrf-351358817717017,0.253,0.369,9.14,SAFE
2022-09-22 11:04:40.311,nrf-351358817717017,2.06,2.44,1.98,SAFE
2022-09-22 11:04:40.311,nrf-351358817717017,2.16,2.26,2.11,SAFE
2022-09-22 11:04:40.311,nrf-351358817717017,2.12,2.29,1.98,SAFE
2022-09-22 11:04:40.311,nrf-351358817717017,2.33,2.37,1.86,SAFE
2022-09-22 11:04:40.311,nrf-351358817717017,2.33,2.29,1.99,SAFE
2022-09-22 09:53:17.098,nrf-351358817717017,0.331,0.403,9.10,SAFE
2022-09-22 09:53:17.098,nrf-351358817717017,0.199,0.314,9.04,SAFE
2022-09-22 09:53:17.098,nrf-351358817717017,0.243,0.296,9.12,SAFE
2022-09-22 09:53:17.098,nrf-351358817717017,0.231,0.353,9.09,SAFE
2022-09-22 09:53:17.098,nrf-351358817717017,0.175,0.274,9.10,SAFE
2022-09-22 08:57:55.683,nrf-351358817717017,2.17,2.42,2.14,SAFE
2022-09-22 08:57:55.683,nrf-351358817717017,2.05,2.33,2.01,SAFE
2022-09-22 08:57:55.683,nrf-351358817717017,2.18,2.45,1.85,SAFE
2022-09-22 08:57:55.683,nrf-351358817717017,2.18,2.23,1.91,SAFE
2022-09-22 08:57:55.683,nrf-351358817717017,2.28,2.54,1.86,SAFE
2022-09-22 07:57:26.215,nrf-351358817717017,0.951,0.666,9.44,SAFE
2022-09-22 07:57:26.215,nrf-351358817717017,0.215,0.287,9.13,SAFE
2022-09-22 07:57:26.215,nrf-351358817717017,0.186,0.290,9.17,SAFE
2022-09-22 07:57:26.215,nrf-351358817717017,0.202,0.274,9.16,SAFE
2022-09-22 07:57:26.215,nrf-351358817717017,0.106,0.307,9.16,SAFE
2022-09-21 17:57:53.207,nrf-351358817717017,2.58,1.98,2.00,SAFE
2022-09-21 17:57:53.207,nrf-351358817717017,2.12,2.18,2.02,SAFE
2022-09-21 17:57:53.207,nrf-351358817717017,2.30,2.11,1.88,SAFE
2022-09-21 17:57:53.207,nrf-351358817717017,2.24,2.09,2.11,SAFE
2022-09-21 17:57:53.207,nrf-351358817717017,2.15,2.20,2.04,SAFE
2022-09-21 16:53:27.528,nrf-351358817717017,0.382,0.377,9.12,SAFE
2022-09-21 16:53:27.528,nrf-351358817717017,0.221,0.310,8.93,SAFE
2022-09-21 16:53:27.528,nrf-351358817717017,0.245,0.271,9.09,SAFE
2022-09-21 16:53:27.528,nrf-351358817717017,0.260,0.258,8.98,SAFE
2022-09-21 16:53:27.528,nrf-351358817717017,0.223,0.285,9.02,SAFE
2022-09-21 15:59:36.494,nrf-351358817717017,2.21,1.99,1.99,SAFE
2022-09-21 15:59:36.494,nrf-351358817717017,2.11,2.09,1.95,SAFE
2022-09-21 15:59:36.494,nrf-351358817717017,2.03,2.16,2.02,SAFE
2022-09-21 15:59:36.494,nrf-351358817717017,2.14,1.95,2.07,SAFE
2022-09-21 15:59:36.494,nrf-351358817717017,2.22,2.05,1.99,SAFE
