"time","device_id","Transversal","Longitudinal","Vertical","Hit"
2022-09-23 11:29:48.995,nrf-351358817717009,0.498,0.429,9.78,SAFE
2022-09-23 11:29:48.995,nrf-351358817717009,0.275,0.185,9.89,SAFE
2022-09-23 11:29:48.995,nrf-351358817717009,0.371,0.163,9.87,SAFE
2022-09-23 11:29:48.995,nrf-351358817717009,0.327,0.245,9.87,SAFE
2022-09-23 11:29:48.995,nrf-351358817717009,0.356,0.197,9.84,SAFE
2022-09-23 10:25:31.116,nrf-351358817717009,2.13,2.50,2.04,SAFE
2022-09-23 10:25:31.116,nrf-351358817717009,2.05,2.48,2.41,SAFE
2022-09-23 10:25:31.116,nrf-351358817717009,2.37,2.35,2.31,SAFE
2022-09-23 10:25:31.116,nrf-351358817717009,2.86,3.66,7.16,SAFE
2022-09-23 10:25:31.116,nrf-351358817717009,2.07,2.50,2.04,SAFE
2022-09-23 10:13:53.081,nrf-351358817717009,0.290,0.263,9.94,SAFE
2022-09-23 10:13:53.081,nrf-351358817717009,0.306,0.174,9.83,SAFE
2022-09-23 10:13:53.081,nrf-351358817717009,0.267,0.229,9.85,SAFE
2022-09-23 10:13:53.081,nrf-351358817717009,0.254,0.449,9.90,SAFE
2022-09-23 10:13:53.081,nrf-351358817717009,0.347,0.165,9.79,SAFE
2022-09-20 22:03:48.286,nrf-351358817717009,2.19,2.47,2.34,SAFE
2022-09-20 22:03:48.286,nrf-351358817717009,2.03,2.51,2.05,SAFE
2022-09-20 22:03:48.286,nrf-351358817717009,2.16,2.47,2.13,SAFE
2022-09-20 22:03:48.286,nrf-351358817717009,2.15,2.34,2.08,SAFE
2022-09-20 22:03:48.286,nrf-351358817717009,2.11,2.66,2.06,SAFE
2022-09-19 11:59:43.128,nrf-351358817717009,0.750,0.377,9.47,SAFE
2022-09-19 11:59:43.128,nrf-351358817717009,0.311,0.131,9.92,SAFE
2022-09-19 11:59:43.128,nrf-351358817717009,0.383,0.242,9.85,SAFE
2022-09-19 11:59:43.128,nrf-351358817717009,0.287,0.231,9.88,SAFE
2022-09-19 11:59:43.128,nrf-351358817717009,0.215,0.216,9.89,SAFE
2022-09-19 10:14:45.543,nrf-351358817717009,0.937,0.411,9.60,SAFE
2022-09-19 10:14:45.543,nrf-351358817717009,0.277,0.182,9.85,SAFE
2022-09-19 10:14:45.543,nrf-351358817717009,0.345,0.153,9.90,SAFE
2022-09-19 10:14:45.543,nrf-351358817717009,0.270,0.180,9.81,SAFE
2022-09-19 10:14:45.543,nrf-351358817717009,0.310,0.187,9.77,SAFE
2022-09-19 09:54:12.255,nrf-351358817717009,2.15,2.45,2.33,SAFE
2022-09-19 09:54:12.255,nrf-351358817717009,2.16,2.33,2.13,SAFE
2022-09-19 09:54:12.255,nrf-351358817717009,2.15,2.53,2.07,SAFE
2022-09-19 09:54:12.255,nrf-351358817717009,2.38,2.36,2.08,SAFE
2022-09-19 09:54:12.255,nrf-351358817717009,2.16,2.40,1.94,SAFE
2022-09-19 09:17:25.570,nrf-351358817717009,0.893,0.341,10.5,SAFE
2022-09-19 09:17:25.570,nrf-351358817717009,0.294,0.255,9.82,SAFE
2022-09-19 09:17:25.570,nrf-351358817717009,0.311,0.202,9.81,SAFE
2022-09-19 09:17:25.570,nrf-351358817717009,0.276,0.262,9.77,SAFE
2022-09-19 09:17:25.570,nrf-351358817717009,0.277,0.188,9.87,SAFE
2022-09-19 09:01:02.055,nrf-351358817717009,2.18,2.38,2.11,SAFE
2022-09-19 09:01:02.055,nrf-351358817717009,2.20,2.45,1.86,SAFE
2022-09-19 09:01:02.055,nrf-351358817717009,2.34,2.41,1.94,SAFE
2022-09-19 09:01:02.055,nrf-351358817717009,2.19,2.74,2.10,SAFE
2022-09-19 09:01:02.055,nrf-351358817717009,2.28,2.50,2.06,SAFE
2022-09-19 08:00:18.389,nrf-351358817717009,0.876,0.414,10.2,SAFE
