"time","device_id","Transversal","Longitudinal","Vertical","Hit"
2022-09-20 11:58:22.510,nrf-350916066833768,46.3,25.9,37.6,SAFE
2022-09-20 11:58:22.510,nrf-350916066833768,28.0,17.9,26.6,SAFE
2022-09-20 11:58:22.510,nrf-350916066833768,20.8,21.5,20.4,SAFE
2022-09-20 11:58:22.510,nrf-350916066833768,23.5,22.0,12.9,SAFE
2022-09-19 10:52:46.516,nrf-350916066833768,8.10,7.88,9.92,SAFE
2022-09-19 10:52:46.516,nrf-350916066833768,3.42,2.70,2.57,SAFE
2022-09-19 10:52:46.516,nrf-350916066833768,2.66,2.32,2.38,SAFE
2022-09-19 10:52:46.516,nrf-350916066833768,2.71,2.58,2.68,SAFE
2022-09-19 10:52:46.516,nrf-350916066833768,2.76,2.48,2.68,SAFE
2022-09-19 09:44:01.236,nrf-350916066833768,4.16,3.61,4.13,SAFE
2022-09-19 09:44:01.236,nrf-350916066833768,3.41,2.82,2.97,SAFE
2022-09-19 09:44:01.236,nrf-350916066833768,3.91,3.07,3.20,SAFE
2022-09-19 08:52:02.629,nrf-350916066833768,5.74,6.14,7.06,SAFE
2022-09-19 08:52:02.629,nrf-350916066833768,3.02,2.28,2.89,SAFE
2022-09-19 08:52:02.629,nrf-350916066833768,2.80,2.15,2.61,SAFE
2022-09-19 08:52:02.629,nrf-350916066833768,2.76,2.20,2.67,SAFE
2022-09-19 07:04:46.788,nrf-350916066833768,25.1,10.7,18.9,SAFE
2022-09-19 07:04:46.788,nrf-350916066833768,8.38,2.00,8.44,SAFE
2022-09-19 07:04:46.788,nrf-350916066833768,6.42,1.76,9.26,SAFE
2022-09-19 07:04:46.788,nrf-350916066833768,6.70,1.52,8.98,SAFE
2022-09-19 07:04:46.788,nrf-350916066833768,6.64,1.59,9.42,SAFE
2022-09-19 05:50:37.473,nrf-350916066833768,8.18,8.02,11.3,SAFE
2022-09-19 05:50:37.473,nrf-350916066833768,5.57,5.85,6.83,SAFE
2022-09-19 05:50:37.473,nrf-350916066833768,12.9,9.02,18.1,SAFE
2022-09-19 05:50:37.473,nrf-350916066833768,5.18,4.78,6.93,SAFE
2022-09-19 05:50:37.473,nrf-350916066833768,2.72,2.34,2.55,SAFE
2022-09-19 04:45:29.698,nrf-350916066833768,28.1,17.6,19.8,SAFE
2022-09-19 04:45:29.698,nrf-350916066833768,7.87,2.33,9.90,SAFE
2022-09-19 04:45:29.698,nrf-350916066833768,4.76,2.17,9.57,SAFE
2022-09-19 04:45:29.698,nrf-350916066833768,5.41,2.36,9.12,SAFE
2022-09-19 04:45:29.698,nrf-350916066833768,3.73,2.15,9.47,SAFE
2022-09-18 23:05:17.767,nrf-350916066833768,3.83,2.96,3.56,SAFE
2022-09-18 23:05:17.767,nrf-350916066833768,2.72,2.14,2.73,SAFE
2022-09-18 23:05:17.767,nrf-350916066833768,2.70,2.10,2.59,SAFE
2022-09-18 23:05:17.767,nrf-350916066833768,2.66,2.12,2.66,SAFE
2022-09-18 23:05:17.767,nrf-350916066833768,2.66,2.00,2.62,SAFE
2022-09-18 20:38:11.952,nrf-350916066833768,9.38,8.55,11.8,SAFE
2022-09-18 20:38:11.952,nrf-350916066833768,7.92,6.14,11.2,SAFE
2022-09-18 20:38:11.952,nrf-350916066833768,5.25,4.83,10.6,SAFE
2022-09-18 20:38:11.952,nrf-350916066833768,11.4,7.52,15.0,SAFE
2022-09-18 20:38:11.952,nrf-350916066833768,9.94,7.94,13.3,SAFE
2022-09-17 15:47:54.057,nrf-350916066833768,16.2,7.19,15.7,SAFE
2022-09-17 15:47:54.057,nrf-350916066833768,5.66,3.21,9.34,SAFE
2022-09-17 15:47:54.057,nrf-350916066833768,6.60,2.75,9.10,SAFE
2022-09-17 15:47:54.057,nrf-350916066833768,7.27,2.12,9.12,SAFE
2022-09-17 15:47:54.057,nrf-350916066833768,4.85,1.87,10.3,SAFE
2022-09-17 15:19:08.170,nrf-350916066833768,6.95,6.27,7.91,SAFE
2022-09-17 15:19:08.170,nrf-350916066833768,2.58,2.18,2.47,SAFE
2022-09-17 15:19:08.170,nrf-350916066833768,2.58,2.10,2.70,SAFE
2022-09-17 15:19:08.170,nrf-350916066833768,2.73,2.17,2.59,SAFE
2022-09-17 15:19:08.170,nrf-350916066833768,2.57,2.01,2.76,SAFE
2022-09-17 14:56:38.878,nrf-350916066833768,17.8,11.2,28.4,SAFE
2022-09-17 14:56:38.878,nrf-350916066833768,18.5,12.8,21.5,SAFE
2022-09-17 14:56:38.878,nrf-350916066833768,12.8,12.7,25.8,SAFE
2022-09-17 14:56:38.878,nrf-350916066833768,19.6,13.2,22.4,SAFE
2022-09-17 14:56:38.878,nrf-350916066833768,17.3,13.8,24.3,SAFE
2022-09-17 14:16:26.467,nrf-350916066833768,3.58,3.65,5.26,SAFE
2022-09-17 14:16:26.467,nrf-350916066833768,6.15,5.34,8.87,SAFE
2022-09-17 14:16:26.467,nrf-350916066833768,6.54,5.82,9.44,SAFE
2022-09-17 14:16:26.467,nrf-350916066833768,6.72,5.77,7.15,SAFE
2022-09-17 14:16:26.467,nrf-350916066833768,2.59,2.26,2.73,SAFE
2022-09-17 14:02:18.020,nrf-350916066833768,5.93,5.35,15.0,SAFE
2022-09-17 14:02:18.020,nrf-350916066833768,8.11,4.89,18.0,SAFE
2022-09-17 14:02:18.020,nrf-350916066833768,7.79,5.01,17.9,SAFE
2022-09-17 14:02:18.020,nrf-350916066833768,8.89,5.93,20.9,SAFE
2022-09-17 14:02:18.020,nrf-350916066833768,9.34,5.85,15.8,SAFE
2022-09-17 13:48:29.694,nrf-350916066833768,5.05,5.17,7.68,SAFE
2022-09-17 13:48:29.694,nrf-350916066833768,4.63,4.61,5.58,SAFE
2022-09-17 13:48:29.694,nrf-350916066833768,5.67,6.33,10.4,SAFE
2022-09-17 13:48:29.694,nrf-350916066833768,7.16,9.42,11.2,SAFE
2022-09-17 13:48:29.694,nrf-350916066833768,6.02,6.46,9.13,SAFE
2022-09-17 13:16:38.570,nrf-350916066833768,9.00,4.89,14.6,SAFE
2022-09-17 13:16:38.570,nrf-350916066833768,1.47,0.632,9.43,SAFE
2022-09-17 13:16:38.570,nrf-350916066833768,1.42,0.727,9.19,SAFE
2022-09-17 13:16:38.570,nrf-350916066833768,1.42,0.865,9.14,SAFE
2022-09-17 13:16:38.570,nrf-350916066833768,1.35,0.806,9.28,SAFE
2022-09-17 13:02:44.845,nrf-350916066833768,5.90,6.01,8.01,SAFE
2022-09-17 13:02:44.845,nrf-350916066833768,5.39,6.40,7.67,SAFE
2022-09-17 13:02:44.845,nrf-350916066833768,6.08,6.51,7.76,SAFE
2022-09-17 13:02:44.845,nrf-350916066833768,5.79,6.42,7.56,SAFE
2022-09-17 13:02:44.845,nrf-350916066833768,5.12,5.68,7.52,SAFE
2022-09-17 12:48:02.105,nrf-350916066833768,10.0,5.08,13.2,SAFE
2022-09-17 12:48:02.105,nrf-350916066833768,9.22,4.45,23.8,SAFE
2022-09-17 12:48:02.105,nrf-350916066833768,5.58,3.91,15.3,SAFE
2022-09-17 12:48:02.105,nrf-350916066833768,7.47,5.63,18.3,SAFE
2022-09-17 12:48:02.105,nrf-350916066833768,9.91,5.33,18.6,SAFE
2022-09-17 12:17:19.963,nrf-350916066833768,5.20,5.92,8.98,SAFE
2022-09-17 12:17:19.963,nrf-350916066833768,2.44,2.36,2.70,SAFE
2022-09-17 12:17:19.963,nrf-350916066833768,2.69,2.20,2.71,SAFE
2022-09-17 12:17:19.963,nrf-350916066833768,2.65,2.14,2.57,SAFE
2022-09-17 12:17:19.963,nrf-350916066833768,2.66,2.15,2.67,SAFE
2022-09-17 12:01:32.141,nrf-350916066833768,21.2,23.5,29.9,SAFE
2022-09-17 12:01:32.141,nrf-350916066833768,19.5,14.4,33.3,SAFE
2022-09-17 12:01:32.141,nrf-350916066833768,18.9,21.5,32.6,SAFE
2022-09-17 12:01:32.141,nrf-350916066833768,19.0,24.4,32.9,SAFE
2022-09-17 12:01:32.141,nrf-350916066833768,35.9,19.8,34.0,SAFE
2022-09-17 11:48:25.163,nrf-350916066833768,4.93,4.59,9.38,SAFE
2022-09-17 11:48:25.163,nrf-350916066833768,5.48,5.22,7.61,SAFE
2022-09-17 11:48:25.163,nrf-350916066833768,7.08,5.18,12.6,SAFE
2022-09-17 11:48:25.163,nrf-350916066833768,3.94,3.76,6.94,SAFE
2022-09-17 11:48:25.163,nrf-350916066833768,5.53,6.16,8.24,SAFE
2022-09-17 11:17:12.540,nrf-350916066833768,11.0,6.40,19.3,SAFE
2022-09-17 11:17:12.540,nrf-350916066833768,4.08,2.31,10.4,SAFE
2022-09-17 11:17:12.540,nrf-350916066833768,3.73,1.55,8.74,SAFE
2022-09-17 11:17:12.540,nrf-350916066833768,3.45,1.47,9.48,SAFE
2022-09-17 11:17:12.540,nrf-350916066833768,4.04,1.07,8.82,SAFE
2022-09-17 11:00:04.592,nrf-350916066833768,7.27,7.83,7.65,SAFE
